COU,Country,POL,Pollutant,VAR,Variable,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,TOT,Total man-made emissions,2000,2000,TONNE,Tonnes,3,Thousands,,,2044.01,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,TOT,Total man-made emissions,2001,2001,TONNE,Tonnes,3,Thousands,,,1948.903,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,TOT,Total man-made emissions,2002,2002,TONNE,Tonnes,3,Thousands,,,1821.028,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,TOT,Total man-made emissions,2003,2003,TONNE,Tonnes,3,Thousands,,,1773.695,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,TOT,Total man-made emissions,2004,2004,TONNE,Tonnes,3,Thousands,,,1660.885,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,TOT,Total man-made emissions,2005,2005,TONNE,Tonnes,3,Thousands,,,1580.578,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,TOT,Total man-made emissions,2006,2006,TONNE,Tonnes,3,Thousands,,,1479.046,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,TOT,Total man-made emissions,2007,2007,TONNE,Tonnes,3,Thousands,,,1352.243,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,TOT,Total man-made emissions,2008,2008,TONNE,Tonnes,3,Thousands,,,1272.508,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,TOT,Total man-made emissions,2009,2009,TONNE,Tonnes,3,Thousands,,,1197.812,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,TOT,Total man-made emissions,2010,2010,TONNE,Tonnes,3,Thousands,,,1205.667,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,TOT,Total man-made emissions,2011,2011,TONNE,Tonnes,3,Thousands,,,1128.585,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,TOT,Total man-made emissions,2012,2012,TONNE,Tonnes,3,Thousands,,,1075.742,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,TOT,Total man-made emissions,2013,2013,TONNE,Tonnes,3,Thousands,,,1066.806,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,TOT,Total man-made emissions,2014,2014,TONNE,Tonnes,3,Thousands,,,1050.12,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,TOT,Total man-made emissions,2015,2015,TONNE,Tonnes,3,Thousands,,,1023.238,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,TOT,Total man-made emissions,2016,2016,TONNE,Tonnes,3,Thousands,,,1001.158,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,TOT,Total man-made emissions,2017,2017,TONNE,Tonnes,3,Thousands,,,1003.109,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,TOT,Total man-made emissions,2018,2018,TONNE,Tonnes,3,Thousands,,,978.668,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,TOT,Total man-made emissions,2019,2019,TONNE,Tonnes,3,Thousands,,,955.573,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,1990,1990,TONNE,Tonnes,3,Thousands,,,994.243,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,1991,1991,TONNE,Tonnes,3,Thousands,,,975.121,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,1992,1992,TONNE,Tonnes,3,Thousands,,,961.854,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,1993,1993,TONNE,Tonnes,3,Thousands,,,904.403,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,1994,1994,TONNE,Tonnes,3,Thousands,,,828.754,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,1995,1995,TONNE,Tonnes,3,Thousands,,,757.394,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,1996,1996,TONNE,Tonnes,3,Thousands,,,697.577,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,1997,1997,TONNE,Tonnes,3,Thousands,,,651.139,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,1998,1998,TONNE,Tonnes,3,Thousands,,,609.004,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,1999,1999,TONNE,Tonnes,3,Thousands,,,571.657,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,2000,2000,TONNE,Tonnes,3,Thousands,,,503.873,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,2001,2001,TONNE,Tonnes,3,Thousands,,,464.913,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,2002,2002,TONNE,Tonnes,3,Thousands,,,421.18,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,2003,2003,TONNE,Tonnes,3,Thousands,,,376.826,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,2004,2004,TONNE,Tonnes,3,Thousands,,,340.597,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,2005,2005,TONNE,Tonnes,3,Thousands,,,297.983,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,2006,2006,TONNE,Tonnes,3,Thousands,,,260.222,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,2007,2007,TONNE,Tonnes,3,Thousands,,,225.281,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,2008,2008,TONNE,Tonnes,3,Thousands,,,192.856,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,2009,2009,TONNE,Tonnes,3,Thousands,,,169.192,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,2010,2010,TONNE,Tonnes,3,Thousands,,,151.372,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,2011,2011,TONNE,Tonnes,3,Thousands,,,134.174,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,2012,2012,TONNE,Tonnes,3,Thousands,,,120.918,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,2013,2013,TONNE,Tonnes,3,Thousands,,,111.239,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,2014,2014,TONNE,Tonnes,3,Thousands,,,102.05,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,2015,2015,TONNE,Tonnes,3,Thousands,,,95.516,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,2016,2016,TONNE,Tonnes,3,Thousands,,,87.807,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,2017,2017,TONNE,Tonnes,3,Thousands,,,83.337,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,2018,2018,TONNE,Tonnes,3,Thousands,,,78.633,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_TOT,Total Mobile Sources,2019,2019,TONNE,Tonnes,3,Thousands,,,74.081,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,1990,1990,TONNE,Tonnes,3,Thousands,,,921.701,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,1991,1991,TONNE,Tonnes,3,Thousands,,,900.809,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,1992,1992,TONNE,Tonnes,3,Thousands,,,888.244,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,1993,1993,TONNE,Tonnes,3,Thousands,,,832.09,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,1994,1994,TONNE,Tonnes,3,Thousands,,,757.251,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,1995,1995,TONNE,Tonnes,3,Thousands,,,686.411,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,1996,1996,TONNE,Tonnes,3,Thousands,,,625.483,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,1997,1997,TONNE,Tonnes,3,Thousands,,,578.628,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,1998,1998,TONNE,Tonnes,3,Thousands,,,534.613,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,1999,1999,TONNE,Tonnes,3,Thousands,,,496.812,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,2000,2000,TONNE,Tonnes,3,Thousands,,,430.399,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,2001,2001,TONNE,Tonnes,3,Thousands,,,391.445,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,2002,2002,TONNE,Tonnes,3,Thousands,,,345.176,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,2003,2003,TONNE,Tonnes,3,Thousands,,,302.116,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,2004,2004,TONNE,Tonnes,3,Thousands,,,265.224,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,2005,2005,TONNE,Tonnes,3,Thousands,,,225.471,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,2006,2006,TONNE,Tonnes,3,Thousands,,,191.48,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,2007,2007,TONNE,Tonnes,3,Thousands,,,162.875,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,2008,2008,TONNE,Tonnes,3,Thousands,,,134.975,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,2009,2009,TONNE,Tonnes,3,Thousands,,,116.744,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,2010,2010,TONNE,Tonnes,3,Thousands,,,104.212,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,2011,2011,TONNE,Tonnes,3,Thousands,,,89.345,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,2012,2012,TONNE,Tonnes,3,Thousands,,,78.41,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,2013,2013,TONNE,Tonnes,3,Thousands,,,70.091,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,2014,2014,TONNE,Tonnes,3,Thousands,,,62.887,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,2015,2015,TONNE,Tonnes,3,Thousands,,,58.488,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,2016,2016,TONNE,Tonnes,3,Thousands,,,54.046,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,2017,2017,TONNE,Tonnes,3,Thousands,,,50.582,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,2018,2018,TONNE,Tonnes,3,Thousands,,,47.213,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_ROAD,Road Transport,2019,2019,TONNE,Tonnes,3,Thousands,,,44.333,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,1990,1990,TONNE,Tonnes,3,Thousands,,,72.542,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,1991,1991,TONNE,Tonnes,3,Thousands,,,74.312,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,1992,1992,TONNE,Tonnes,3,Thousands,,,73.61,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,1993,1993,TONNE,Tonnes,3,Thousands,,,72.313,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,1994,1994,TONNE,Tonnes,3,Thousands,,,71.503,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,1995,1995,TONNE,Tonnes,3,Thousands,,,70.982,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,1996,1996,TONNE,Tonnes,3,Thousands,,,72.094,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,1997,1997,TONNE,Tonnes,3,Thousands,,,72.511,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,1998,1998,TONNE,Tonnes,3,Thousands,,,74.392,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,1999,1999,TONNE,Tonnes,3,Thousands,,,74.845,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,2000,2000,TONNE,Tonnes,3,Thousands,,,73.474,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,2001,2001,TONNE,Tonnes,3,Thousands,,,73.468,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,2002,2002,TONNE,Tonnes,3,Thousands,,,76.005,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,2003,2003,TONNE,Tonnes,3,Thousands,,,74.71,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,2004,2004,TONNE,Tonnes,3,Thousands,,,75.373,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,2005,2005,TONNE,Tonnes,3,Thousands,,,72.512,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,2006,2006,TONNE,Tonnes,3,Thousands,,,68.741,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,2007,2007,TONNE,Tonnes,3,Thousands,,,62.405,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,2008,2008,TONNE,Tonnes,3,Thousands,,,57.881,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,2009,2009,TONNE,Tonnes,3,Thousands,,,52.448,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,2010,2010,TONNE,Tonnes,3,Thousands,,,47.16,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,2011,2011,TONNE,Tonnes,3,Thousands,,,44.828,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,2012,2012,TONNE,Tonnes,3,Thousands,,,42.507,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,2013,2013,TONNE,Tonnes,3,Thousands,,,41.149,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,2014,2014,TONNE,Tonnes,3,Thousands,,,39.163,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,2015,2015,TONNE,Tonnes,3,Thousands,,,37.028,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,2016,2016,TONNE,Tonnes,3,Thousands,,,33.761,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,2017,2017,TONNE,Tonnes,3,Thousands,,,32.755,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,2018,2018,TONNE,Tonnes,3,Thousands,,,31.42,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,MOB_OTHER,Other Mobile Sources,2019,2019,TONNE,Tonnes,3,Thousands,,,29.748,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,1990,1990,TONNE,Tonnes,3,Thousands,,,1889.046,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,1991,1991,TONNE,Tonnes,3,Thousands,,,1932.908,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,1992,1992,TONNE,Tonnes,3,Thousands,,,1879.553,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,1993,1993,TONNE,Tonnes,3,Thousands,,,1805.334,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,1994,1994,TONNE,Tonnes,3,Thousands,,,1724.175,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,1995,1995,TONNE,Tonnes,3,Thousands,,,1719.508,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,1996,1996,TONNE,Tonnes,3,Thousands,,,1718.635,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,1997,1997,TONNE,Tonnes,3,Thousands,,,1647.931,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,1998,1998,TONNE,Tonnes,3,Thousands,,,1626.695,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,1999,1999,TONNE,Tonnes,3,Thousands,,,1574.759,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,2000,2000,TONNE,Tonnes,3,Thousands,,,1540.136,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,2001,2001,TONNE,Tonnes,3,Thousands,,,1483.99,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,2002,2002,TONNE,Tonnes,3,Thousands,,,1399.848,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,2003,2003,TONNE,Tonnes,3,Thousands,,,1396.869,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,2004,2004,TONNE,Tonnes,3,Thousands,,,1320.288,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,2005,2005,TONNE,Tonnes,3,Thousands,,,1282.595,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,2006,2006,TONNE,Tonnes,3,Thousands,,,1218.824,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,2007,2007,TONNE,Tonnes,3,Thousands,,,1126.962,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,2008,2008,TONNE,Tonnes,3,Thousands,,,1079.652,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,2009,2009,TONNE,Tonnes,3,Thousands,,,1028.62,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,2010,2010,TONNE,Tonnes,3,Thousands,,,1054.295,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,2011,2011,TONNE,Tonnes,3,Thousands,,,994.412,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,2012,2012,TONNE,Tonnes,3,Thousands,,,954.824,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,2013,2013,TONNE,Tonnes,3,Thousands,,,955.567,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,2014,2014,TONNE,Tonnes,3,Thousands,,,948.071,,
FRA,France,NMVOC,Non-methane Volatile Organic Compounds,STAT_TOT,Total Stationary Sources,2015,2015,TONNE,Tonnes,3,Thousands,,,927.722,,
