COU,Country,POL,Pollutant,VAR,Variable,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_AGR,Agriculture,2018,2018,TONNE,Tonnes,3,Thousands,,,29.458,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_AGR,Agriculture,2019,2019,TONNE,Tonnes,3,Thousands,,,28.902,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,1990,1990,TONNE,Tonnes,3,Thousands,,,2.201,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,1991,1991,TONNE,Tonnes,3,Thousands,,,2.234,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,1992,1992,TONNE,Tonnes,3,Thousands,,,2.234,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,1993,1993,TONNE,Tonnes,3,Thousands,,,2.161,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,1994,1994,TONNE,Tonnes,3,Thousands,,,2.074,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,1995,1995,TONNE,Tonnes,3,Thousands,,,2.069,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,1996,1996,TONNE,Tonnes,3,Thousands,,,2.052,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,1997,1997,TONNE,Tonnes,3,Thousands,,,2.032,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,1998,1998,TONNE,Tonnes,3,Thousands,,,2,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,1999,1999,TONNE,Tonnes,3,Thousands,,,1.917,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,2000,2000,TONNE,Tonnes,3,Thousands,,,1.857,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,2001,2001,TONNE,Tonnes,3,Thousands,,,1.823,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,2002,2002,TONNE,Tonnes,3,Thousands,,,1.706,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,2003,2003,TONNE,Tonnes,3,Thousands,,,1.612,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,2004,2004,TONNE,Tonnes,3,Thousands,,,1.596,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,2005,2005,TONNE,Tonnes,3,Thousands,,,1.488,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,2006,2006,TONNE,Tonnes,3,Thousands,,,1.433,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,2007,2007,TONNE,Tonnes,3,Thousands,,,1.309,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,2008,2008,TONNE,Tonnes,3,Thousands,,,1.135,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,2009,2009,TONNE,Tonnes,3,Thousands,,,1.069,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,2010,2010,TONNE,Tonnes,3,Thousands,,,0.999,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,2011,2011,TONNE,Tonnes,3,Thousands,,,0.923,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,2012,2012,TONNE,Tonnes,3,Thousands,,,0.843,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,2013,2013,TONNE,Tonnes,3,Thousands,,,0.782,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,2014,2014,TONNE,Tonnes,3,Thousands,,,0.705,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,2015,2015,TONNE,Tonnes,3,Thousands,,,0.639,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,2016,2016,TONNE,Tonnes,3,Thousands,,,0.582,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,2017,2017,TONNE,Tonnes,3,Thousands,,,0.545,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,2018,2018,TONNE,Tonnes,3,Thousands,,,0.51,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,MISC_WASTE,Waste,2019,2019,TONNE,Tonnes,3,Thousands,,,0.445,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",1990,1990,IDX,Index,0,Units,1990_100,1990=100,100,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",1991,1991,IDX,Index,0,Units,1990_100,1990=100,95.904,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",1992,1992,IDX,Index,0,Units,1990_100,1990=100,90.604,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",1993,1993,IDX,Index,0,Units,1990_100,1990=100,81.592,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",1994,1994,IDX,Index,0,Units,1990_100,1990=100,80.02,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",1995,1995,IDX,Index,0,Units,1990_100,1990=100,75.94,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",1996,1996,IDX,Index,0,Units,1990_100,1990=100,74.617,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",1997,1997,IDX,Index,0,Units,1990_100,1990=100,68.85,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",1998,1998,IDX,Index,0,Units,1990_100,1990=100,65.849,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",1999,1999,IDX,Index,0,Units,1990_100,1990=100,63.591,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",2000,2000,IDX,Index,0,Units,1990_100,1990=100,60.815,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",2001,2001,IDX,Index,0,Units,1990_100,1990=100,58.07,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",2002,2002,IDX,Index,0,Units,1990_100,1990=100,56.766,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",2003,2003,IDX,Index,0,Units,1990_100,1990=100,56.985,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",2004,2004,IDX,Index,0,Units,1990_100,1990=100,56.251,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",2005,2005,IDX,Index,0,Units,1990_100,1990=100,55.74,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",2006,2006,IDX,Index,0,Units,1990_100,1990=100,54.392,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",2007,2007,IDX,Index,0,Units,1990_100,1990=100,55.839,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",2008,2008,IDX,Index,0,Units,1990_100,1990=100,53.376,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",2009,2009,IDX,Index,0,Units,1990_100,1990=100,49.229,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",2010,2010,IDX,Index,0,Units,1990_100,1990=100,48.13,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",2011,2011,IDX,Index,0,Units,1990_100,1990=100,47.458,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",2012,2012,IDX,Index,0,Units,1990_100,1990=100,45.206,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",2013,2013,IDX,Index,0,Units,1990_100,1990=100,43.101,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",2014,2014,IDX,Index,0,Units,1990_100,1990=100,42.002,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",2015,2015,IDX,Index,0,Units,1990_100,1990=100,42.166,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",2016,2016,IDX,Index,0,Units,1990_100,1990=100,40.272,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",2017,2017,IDX,Index,0,Units,1990_100,1990=100,38.25,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",2018,2018,IDX,Index,0,Units,1990_100,1990=100,37.167,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,INDEX_1990,"Total emissions, Index 1990 = 100",2019,2019,IDX,Index,0,Units,1990_100,1990=100,36.499,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,1990,1990,KG_HAB,Kilograms per capita,0,Units,,,42.853,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,1991,1991,KG_HAB,Kilograms per capita,0,Units,,,40.823,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,1992,1992,KG_HAB,Kilograms per capita,0,Units,,,38.293,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,1993,1993,KG_HAB,Kilograms per capita,0,Units,,,34.248,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,1994,1994,KG_HAB,Kilograms per capita,0,Units,,,33.391,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,1995,1995,KG_HAB,Kilograms per capita,0,Units,,,31.552,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,1996,1996,KG_HAB,Kilograms per capita,0,Units,,,30.923,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,1997,1997,KG_HAB,Kilograms per capita,0,Units,,,28.502,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,1998,1998,KG_HAB,Kilograms per capita,0,Units,,,27.253,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,1999,1999,KG_HAB,Kilograms per capita,0,Units,,,26.312,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,2000,2000,KG_HAB,Kilograms per capita,0,Units,,,25.139,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,2001,2001,KG_HAB,Kilograms per capita,0,Units,,,23.961,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,2002,2002,KG_HAB,Kilograms per capita,0,Units,,,23.362,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,2003,2003,KG_HAB,Kilograms per capita,0,Units,,,23.372,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,2004,2004,KG_HAB,Kilograms per capita,0,Units,,,22.971,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,2005,2005,KG_HAB,Kilograms per capita,0,Units,,,22.641,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,2006,2006,KG_HAB,Kilograms per capita,0,Units,,,21.954,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,2007,2007,KG_HAB,Kilograms per capita,0,Units,,,22.373,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,2008,2008,KG_HAB,Kilograms per capita,0,Units,,,21.217,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,2009,2009,KG_HAB,Kilograms per capita,0,Units,,,19.407,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,2010,2010,KG_HAB,Kilograms per capita,0,Units,,,18.818,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,2011,2011,KG_HAB,Kilograms per capita,0,Units,,,18.405,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,2012,2012,KG_HAB,Kilograms per capita,0,Units,,,17.392,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,2013,2013,KG_HAB,Kilograms per capita,0,Units,,,16.452,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,2014,2014,KG_HAB,Kilograms per capita,0,Units,,,15.91,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,2015,2015,KG_HAB,Kilograms per capita,0,Units,,,15.853,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,2016,2016,KG_HAB,Kilograms per capita,0,Units,,,15.032,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,2017,2017,KG_HAB,Kilograms per capita,0,Units,,,14.178,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,2018,2018,KG_HAB,Kilograms per capita,0,Units,,,13.684,,
SWE,Sweden,NMVOC,Non-methane Volatile Organic Compounds,TOT_CAP,Total emissions per capita,2019,2019,KG_HAB,Kilograms per capita,0,Units,,,13.352,,
ISR,Israel,SOX,Sulphur Oxides,TOT,Total man-made emissions,1996,1996,TONNE,Tonnes,3,Thousands,,,281.137,,
ISR,Israel,SOX,Sulphur Oxides,TOT,Total man-made emissions,2000,2000,TONNE,Tonnes,3,Thousands,,,271.619,,
ISR,Israel,SOX,Sulphur Oxides,TOT,Total man-made emissions,2003,2003,TONNE,Tonnes,3,Thousands,,,235.533,,
ISR,Israel,SOX,Sulphur Oxides,TOT,Total man-made emissions,2004,2004,TONNE,Tonnes,3,Thousands,,,219.282,,
ISR,Israel,SOX,Sulphur Oxides,TOT,Total man-made emissions,2005,2005,TONNE,Tonnes,3,Thousands,,,197.992,,
ISR,Israel,SOX,Sulphur Oxides,TOT,Total man-made emissions,2006,2006,TONNE,Tonnes,3,Thousands,,,182.1,,
ISR,Israel,SOX,Sulphur Oxides,TOT,Total man-made emissions,2007,2007,TONNE,Tonnes,3,Thousands,,,178.182,,
ISR,Israel,SOX,Sulphur Oxides,TOT,Total man-made emissions,2008,2008,TONNE,Tonnes,3,Thousands,,,168.297,,
ISR,Israel,SOX,Sulphur Oxides,TOT,Total man-made emissions,2009,2009,TONNE,Tonnes,3,Thousands,,,154.242,,
ISR,Israel,SOX,Sulphur Oxides,TOT,Total man-made emissions,2010,2010,TONNE,Tonnes,3,Thousands,,,145.375,,
ISR,Israel,SOX,Sulphur Oxides,TOT,Total man-made emissions,2011,2011,TONNE,Tonnes,3,Thousands,,,153.185,,
ISR,Israel,SOX,Sulphur Oxides,TOT,Total man-made emissions,2012,2012,TONNE,Tonnes,3,Thousands,,,151.249,,
ISR,Israel,SOX,Sulphur Oxides,TOT,Total man-made emissions,2013,2013,TONNE,Tonnes,3,Thousands,,,126.169,,
ISR,Israel,SOX,Sulphur Oxides,TOT,Total man-made emissions,2014,2014,TONNE,Tonnes,3,Thousands,,,100.312,,
ISR,Israel,SOX,Sulphur Oxides,TOT,Total man-made emissions,2015,2015,TONNE,Tonnes,3,Thousands,,,100.429,,
ISR,Israel,SOX,Sulphur Oxides,TOT,Total man-made emissions,2016,2016,TONNE,Tonnes,3,Thousands,,,86.132,,
ISR,Israel,SOX,Sulphur Oxides,TOT,Total man-made emissions,2017,2017,TONNE,Tonnes,3,Thousands,,,67.432,,
ISR,Israel,SOX,Sulphur Oxides,TOT,Total man-made emissions,2018,2018,TONNE,Tonnes,3,Thousands,,,56.199,,
ISR,Israel,SOX,Sulphur Oxides,MOB_TOT,Total Mobile Sources,1996,1996,TONNE,Tonnes,3,Thousands,,,12.607,,
ISR,Israel,SOX,Sulphur Oxides,MOB_TOT,Total Mobile Sources,2000,2000,TONNE,Tonnes,3,Thousands,,,4.785,,
ISR,Israel,SOX,Sulphur Oxides,MOB_TOT,Total Mobile Sources,2003,2003,TONNE,Tonnes,3,Thousands,,,3.208,,
ISR,Israel,SOX,Sulphur Oxides,MOB_TOT,Total Mobile Sources,2004,2004,TONNE,Tonnes,3,Thousands,,,2.344,,
ISR,Israel,SOX,Sulphur Oxides,MOB_TOT,Total Mobile Sources,2005,2005,TONNE,Tonnes,3,Thousands,,,2.101,,
ISR,Israel,SOX,Sulphur Oxides,MOB_TOT,Total Mobile Sources,2006,2006,TONNE,Tonnes,3,Thousands,,,2.109,,
ISR,Israel,SOX,Sulphur Oxides,MOB_TOT,Total Mobile Sources,2007,2007,TONNE,Tonnes,3,Thousands,,,2.157,,
ISR,Israel,SOX,Sulphur Oxides,MOB_TOT,Total Mobile Sources,2008,2008,TONNE,Tonnes,3,Thousands,,,2.243,,
ISR,Israel,SOX,Sulphur Oxides,MOB_TOT,Total Mobile Sources,2009,2009,TONNE,Tonnes,3,Thousands,,,1.883,,
ISR,Israel,SOX,Sulphur Oxides,MOB_TOT,Total Mobile Sources,2010,2010,TONNE,Tonnes,3,Thousands,,,1.961,,
ISR,Israel,SOX,Sulphur Oxides,MOB_TOT,Total Mobile Sources,2011,2011,TONNE,Tonnes,3,Thousands,,,1.888,,
ISR,Israel,SOX,Sulphur Oxides,MOB_TOT,Total Mobile Sources,2012,2012,TONNE,Tonnes,3,Thousands,,,1.89,,
ISR,Israel,SOX,Sulphur Oxides,MOB_TOT,Total Mobile Sources,2013,2013,TONNE,Tonnes,3,Thousands,,,1.913,,
ISR,Israel,SOX,Sulphur Oxides,MOB_TOT,Total Mobile Sources,2014,2014,TONNE,Tonnes,3,Thousands,,,1.713,,
ISR,Israel,SOX,Sulphur Oxides,MOB_TOT,Total Mobile Sources,2015,2015,TONNE,Tonnes,3,Thousands,,,1.603,,
ISR,Israel,SOX,Sulphur Oxides,MOB_TOT,Total Mobile Sources,2016,2016,TONNE,Tonnes,3,Thousands,,,1.531,,
ISR,Israel,SOX,Sulphur Oxides,MOB_TOT,Total Mobile Sources,2017,2017,TONNE,Tonnes,3,Thousands,,,1.551,,
ISR,Israel,SOX,Sulphur Oxides,MOB_TOT,Total Mobile Sources,2018,2018,TONNE,Tonnes,3,Thousands,,,1.63,,
ISR,Israel,SOX,Sulphur Oxides,MOB_ROAD,Road Transport,1996,1996,TONNE,Tonnes,3,Thousands,,,10.537,,
ISR,Israel,SOX,Sulphur Oxides,MOB_ROAD,Road Transport,2000,2000,TONNE,Tonnes,3,Thousands,,,2.643,,
ISR,Israel,SOX,Sulphur Oxides,MOB_ROAD,Road Transport,2003,2003,TONNE,Tonnes,3,Thousands,,,1.378,,
ISR,Israel,SOX,Sulphur Oxides,MOB_ROAD,Road Transport,2004,2004,TONNE,Tonnes,3,Thousands,,,0.628,,
ISR,Israel,SOX,Sulphur Oxides,MOB_ROAD,Road Transport,2005,2005,TONNE,Tonnes,3,Thousands,,,0.419,,
ISR,Israel,SOX,Sulphur Oxides,MOB_ROAD,Road Transport,2006,2006,TONNE,Tonnes,3,Thousands,,,0.433,,
ISR,Israel,SOX,Sulphur Oxides,MOB_ROAD,Road Transport,2007,2007,TONNE,Tonnes,3,Thousands,,,0.453,,
ISR,Israel,SOX,Sulphur Oxides,MOB_ROAD,Road Transport,2008,2008,TONNE,Tonnes,3,Thousands,,,0.457,,
ISR,Israel,SOX,Sulphur Oxides,MOB_ROAD,Road Transport,2009,2009,TONNE,Tonnes,3,Thousands,,,0.093,,
ISR,Israel,SOX,Sulphur Oxides,MOB_ROAD,Road Transport,2010,2010,TONNE,Tonnes,3,Thousands,,,0.096,,
ISR,Israel,SOX,Sulphur Oxides,MOB_ROAD,Road Transport,2011,2011,TONNE,Tonnes,3,Thousands,,,0.096,,
ISR,Israel,SOX,Sulphur Oxides,MOB_ROAD,Road Transport,2012,2012,TONNE,Tonnes,3,Thousands,,,0.098,,
ISR,Israel,SOX,Sulphur Oxides,MOB_ROAD,Road Transport,2013,2013,TONNE,Tonnes,3,Thousands,,,0.1,,
ISR,Israel,SOX,Sulphur Oxides,MOB_ROAD,Road Transport,2014,2014,TONNE,Tonnes,3,Thousands,,,0.101,,
ISR,Israel,SOX,Sulphur Oxides,MOB_ROAD,Road Transport,2015,2015,TONNE,Tonnes,3,Thousands,,,0.106,,
ISR,Israel,SOX,Sulphur Oxides,MOB_ROAD,Road Transport,2016,2016,TONNE,Tonnes,3,Thousands,,,0.111,,
ISR,Israel,SOX,Sulphur Oxides,MOB_ROAD,Road Transport,2017,2017,TONNE,Tonnes,3,Thousands,,,0.114,,
ISR,Israel,SOX,Sulphur Oxides,MOB_ROAD,Road Transport,2018,2018,TONNE,Tonnes,3,Thousands,,,0.115,,
ISR,Israel,SOX,Sulphur Oxides,MOB_OTHER,Other Mobile Sources,1996,1996,TONNE,Tonnes,3,Thousands,,,2.07,,
ISR,Israel,SOX,Sulphur Oxides,MOB_OTHER,Other Mobile Sources,2000,2000,TONNE,Tonnes,3,Thousands,,,2.142,,
ISR,Israel,SOX,Sulphur Oxides,MOB_OTHER,Other Mobile Sources,2003,2003,TONNE,Tonnes,3,Thousands,,,1.83,,
ISR,Israel,SOX,Sulphur Oxides,MOB_OTHER,Other Mobile Sources,2004,2004,TONNE,Tonnes,3,Thousands,,,1.715,,
ISR,Israel,SOX,Sulphur Oxides,MOB_OTHER,Other Mobile Sources,2005,2005,TONNE,Tonnes,3,Thousands,,,1.682,,
ISR,Israel,SOX,Sulphur Oxides,MOB_OTHER,Other Mobile Sources,2006,2006,TONNE,Tonnes,3,Thousands,,,1.675,,
ISR,Israel,SOX,Sulphur Oxides,MOB_OTHER,Other Mobile Sources,2007,2007,TONNE,Tonnes,3,Thousands,,,1.704,,
ISR,Israel,SOX,Sulphur Oxides,MOB_OTHER,Other Mobile Sources,2008,2008,TONNE,Tonnes,3,Thousands,,,1.786,,
ISR,Israel,SOX,Sulphur Oxides,MOB_OTHER,Other Mobile Sources,2009,2009,TONNE,Tonnes,3,Thousands,,,1.79,,
ISR,Israel,SOX,Sulphur Oxides,MOB_OTHER,Other Mobile Sources,2010,2010,TONNE,Tonnes,3,Thousands,,,1.865,,
ISR,Israel,SOX,Sulphur Oxides,MOB_OTHER,Other Mobile Sources,2011,2011,TONNE,Tonnes,3,Thousands,,,1.792,,
ISR,Israel,SOX,Sulphur Oxides,MOB_OTHER,Other Mobile Sources,2012,2012,TONNE,Tonnes,3,Thousands,,,1.792,,
ISR,Israel,SOX,Sulphur Oxides,MOB_OTHER,Other Mobile Sources,2013,2013,TONNE,Tonnes,3,Thousands,,,1.813,,
ISR,Israel,SOX,Sulphur Oxides,MOB_OTHER,Other Mobile Sources,2014,2014,TONNE,Tonnes,3,Thousands,,,1.613,,
ISR,Israel,SOX,Sulphur Oxides,MOB_OTHER,Other Mobile Sources,2015,2015,TONNE,Tonnes,3,Thousands,,,1.496,,
ISR,Israel,SOX,Sulphur Oxides,MOB_OTHER,Other Mobile Sources,2016,2016,TONNE,Tonnes,3,Thousands,,,1.42,,
ISR,Israel,SOX,Sulphur Oxides,MOB_OTHER,Other Mobile Sources,2017,2017,TONNE,Tonnes,3,Thousands,,,1.437,,
ISR,Israel,SOX,Sulphur Oxides,MOB_OTHER,Other Mobile Sources,2018,2018,TONNE,Tonnes,3,Thousands,,,1.516,,
ISR,Israel,SOX,Sulphur Oxides,STAT_TOT,Total Stationary Sources,1996,1996,TONNE,Tonnes,3,Thousands,,,268.53,,
ISR,Israel,SOX,Sulphur Oxides,STAT_TOT,Total Stationary Sources,2000,2000,TONNE,Tonnes,3,Thousands,,,266.834,,
ISR,Israel,SOX,Sulphur Oxides,STAT_TOT,Total Stationary Sources,2003,2003,TONNE,Tonnes,3,Thousands,,,232.325,,
ISR,Israel,SOX,Sulphur Oxides,STAT_TOT,Total Stationary Sources,2004,2004,TONNE,Tonnes,3,Thousands,,,216.938,,
ISR,Israel,SOX,Sulphur Oxides,STAT_TOT,Total Stationary Sources,2005,2005,TONNE,Tonnes,3,Thousands,,,195.891,,
ISR,Israel,SOX,Sulphur Oxides,STAT_TOT,Total Stationary Sources,2006,2006,TONNE,Tonnes,3,Thousands,,,179.991,,
ISR,Israel,SOX,Sulphur Oxides,STAT_TOT,Total Stationary Sources,2007,2007,TONNE,Tonnes,3,Thousands,,,176.025,,
ISR,Israel,SOX,Sulphur Oxides,STAT_TOT,Total Stationary Sources,2008,2008,TONNE,Tonnes,3,Thousands,,,166.054,,
ISR,Israel,SOX,Sulphur Oxides,STAT_TOT,Total Stationary Sources,2009,2009,TONNE,Tonnes,3,Thousands,,,152.359,,
ISR,Israel,SOX,Sulphur Oxides,STAT_TOT,Total Stationary Sources,2010,2010,TONNE,Tonnes,3,Thousands,,,143.414,,
ISR,Israel,SOX,Sulphur Oxides,STAT_TOT,Total Stationary Sources,2011,2011,TONNE,Tonnes,3,Thousands,,,151.297,,
ISR,Israel,SOX,Sulphur Oxides,STAT_TOT,Total Stationary Sources,2012,2012,TONNE,Tonnes,3,Thousands,,,149.359,,
ISR,Israel,SOX,Sulphur Oxides,STAT_TOT,Total Stationary Sources,2013,2013,TONNE,Tonnes,3,Thousands,,,124.256,,
ISR,Israel,SOX,Sulphur Oxides,STAT_TOT,Total Stationary Sources,2014,2014,TONNE,Tonnes,3,Thousands,,,98.599,,
ISR,Israel,SOX,Sulphur Oxides,STAT_TOT,Total Stationary Sources,2015,2015,TONNE,Tonnes,3,Thousands,,,98.826,,
